shipment_id,order_id,warehouse_city,customer_city,shipment_date,delivery_date,shipment_status,transport_cost,weight_kg,distance_km,fuel_cost,driver_id,vehicle_type
100261,500261,Bangalore,Lucknow,2025-04-06,2025-04-12,Delivered,4140,115,1627,6679,1050,Truck
100262,500262,Pune,Lucknow,2025-09-06,2025-09-09,Delivered,5152,92,1609,5251,1039,Van
100263,500263,Hyderabad,Pune,2025-03-06,2025-03-11,Delivered,5568,58,1277,8689,1047,Van
100264,500264,Mumbai,Jaipur,2025-07-20,2025-07-23,Delivered,3655,43,77,333,1080,Container
100265,500265,Bangalore,Jaipur,2025-12-09,2025-12-19,Delivered,1672,22,1280,7446,1089,Mini Truck
100266,500266,Hyderabad,Chennai,2025-07-01,,Cancelled,5805,45,1243,7858,1063,Mini Truck
100267,500267,Bangalore,Ahmedabad,2025-10-15,2025-10-22,Delayed,5457,51,516,1857,1070,Mini Truck
100268,500268,Pune,Lucknow,2025-01-28,,Cancelled,5824,64,908,6253,1089,Truck
100269,500269,Hyderabad,Jaipur,2025-05-23,2025-05-27,Delivered,1998,37,2747,17673,1049,Truck
100270,500270,Hyderabad,Kolkata,2026-05-06,2026-05-15,Delivered,7176,69,1763,4763,1047,Truck
100271,500271,Delhi,Bangalore,2025-12-30,2026-01-09,Delivered,1170,10,2356,14668,1052,Van
100272,500272,Hyderabad,Mumbai,2025-01-11,2025-01-15,Delivered,7420,70,2174,12376,1074,Mini Truck
100273,500273,Hyderabad,Chennai,2026-02-05,2026-02-15,Delivered,5022,93,2099,9229,1004,Container
100274,500274,Delhi,Hyderabad,2026-03-02,,In Transit,1920,15,525,1721,1040,Van
100275,500275,Hyderabad,Bangalore,2026-06-18,2026-06-26,Delivered,2159,17,1844,11676,1041,Truck
100276,500276,Bangalore,Delhi,2025-04-28,2025-05-04,Delivered,10527,87,497,3429,1095,Mini Truck
100277,500277,Chennai,Pune,2025-06-13,2025-06-20,Delivered,8768,64,999,4723,1024,Mini Truck
100278,500278,Pune,Ahmedabad,2026-02-10,2026-02-20,Delivered,10856,118,858,4939,1050,Truck
100279,500279,Pune,Bangalore,2025-07-30,2025-08-01,Delivered,10686,78,466,3399,1024,Van
100280,500280,Bangalore,Bangalore,2026-04-14,2026-04-22,Delivered,5400,72,2667,15424,1079,Container
100281,500281,Chennai,Mumbai,2025-12-23,2025-12-31,Delivered,11676,84,756,4690,1039,Truck
100282,500282,Pune,Pune,2025-11-17,2025-11-22,Delivered,1558,19,799,5044,1066,Container
100283,500283,Hyderabad,Kolkata,2025-05-22,2025-05-29,Delivered,3248,28,2043,11145,1083,Mini Truck
100284,500284,Chennai,Pune,2026-05-17,2026-05-20,Delivered,5130,45,1897,5301,1046,Truck
100285,500285,Hyderabad,Pune,2025-07-19,2025-07-28,Delayed,6762,69,2724,12939,1063,Container
100286,500286,Pune,Jaipur,2026-05-16,2026-05-26,Delivered,576,8,953,2553,1029,Van
100287,500287,Mumbai,Jaipur,2026-05-23,2026-05-25,Delivered,5382,78,517,3496,1047,Truck
100288,500288,Pune,Jaipur,2025-08-12,,Cancelled,2358,18,2727,10530,1005,Container
100289,500289,Bangalore,Chennai,2025-03-31,2025-04-02,Delivered,6344,104,1020,7098,1076,Van
100290,500290,Pune,Kolkata,2026-03-15,2026-03-18,Delivered,14595,105,896,3259,1008,Van
100291,500291,Chennai,Hyderabad,2025-06-22,2025-06-27,Delivered,2898,42,2395,18532,1066,Truck
100292,500292,Mumbai,Ahmedabad,2025-03-02,,Cancelled,5865,115,2736,17395,1017,Mini Truck
100293,500293,Mumbai,Chennai,2025-09-11,2025-09-18,Delayed,7236,67,632,3778,1081,Container
100294,500294,Hyderabad,Jaipur,2025-03-19,2025-03-21,Delivered,7280,56,2161,8709,1048,Container
100295,500295,Hyderabad,Chennai,2025-01-03,,In Transit,14464,113,431,3381,1082,Van
100296,500296,Delhi,Lucknow,2026-02-12,2026-02-19,Delivered,10780,110,917,3646,1037,Van
100297,500297,Chennai,Kolkata,2025-05-14,2025-05-22,Delivered,12810,105,1457,9750,1006,Truck
100298,500298,Pune,Jaipur,2025-01-17,2025-01-20,Delivered,2135,61,1919,15265,1055,Mini Truck
100299,500299,Pune,Pune,2025-11-06,2025-11-11,Delivered,1296,16,2731,10588,1048,Mini Truck
100300,500300,Delhi,Ahmedabad,2025-11-09,2025-11-13,Delayed,2714,59,2734,17416,1001,Mini Truck
100301,500301,Hyderabad,Mumbai,2025-05-16,2025-05-25,Delivered,3312,92,1872,4763,1044,Truck
100302,500302,Hyderabad,Pune,2026-05-05,2026-05-12,Delivered,768,16,469,1980,1039,Mini Truck
100303,500303,Hyderabad,Pune,2025-05-27,2025-06-06,Delivered,708,6,2549,8673,1045,Mini Truck
100304,500304,Pune,Pune,2026-02-26,2026-03-06,Delivered,5290,115,939,6977,1018,Truck
100305,500305,Chennai,Ahmedabad,2025-12-26,,Cancelled,2970,45,622,2502,1011,Mini Truck
100306,500306,Chennai,Kolkata,2025-10-19,2025-10-20,Delayed,8249,113,2746,9967,1078,Mini Truck
100307,500307,Pune,Ahmedabad,2025-10-30,2025-11-03,Delivered,3332,68,1630,6236,1082,Truck
100308,500308,Chennai,Delhi,2026-01-05,,In Transit,2247,21,1634,7867,1070,Mini Truck
100309,500309,Hyderabad,Mumbai,2025-01-18,2025-01-19,Delivered,1520,38,933,7066,1051,Van
100310,500310,Pune,Lucknow,2026-03-02,2026-03-09,Delivered,1545,15,2673,14586,1020,Van
100311,500311,Delhi,Hyderabad,2025-03-22,2025-03-26,Delivered,11124,108,686,2947,1076,Truck
100312,500312,Bangalore,Ahmedabad,2025-09-02,2025-09-04,Delivered,5580,60,525,3080,1008,Van
100313,500313,Pune,Pune,2025-05-03,2025-05-06,Delivered,5170,94,96,502,1045,Van
100314,500314,Mumbai,Chennai,2025-05-10,2025-05-15,Delayed,13034,98,533,3970,1043,Container
100315,500315,Bangalore,Lucknow,2025-03-07,2025-03-17,Delivered,8330,85,365,1826,1047,Truck
100316,500316,Hyderabad,Kolkata,2025-06-20,2025-06-25,Delivered,11124,103,471,2923,1015,Mini Truck
100317,500317,Pune,Lucknow,2025-01-03,2025-01-04,Delivered,3420,36,238,1071,1020,Mini Truck
100318,500318,Delhi,Lucknow,2026-03-06,2026-03-10,Delivered,4002,58,1360,9578,1074,Van
100319,500319,Delhi,Lucknow,2025-02-23,2025-03-04,Delivered,430,10,1692,12391,1037,Van
100320,500320,Bangalore,Mumbai,2026-04-13,2026-04-17,Delivered,5670,42,2359,9840,1080,Mini Truck
100321,500321,Hyderabad,Chennai,2026-05-21,,Cancelled,13312,104,850,6334,1098,Mini Truck
100322,500322,Mumbai,Delhi,2026-02-24,2026-03-05,Delivered,6027,49,2654,19439,1043,Truck
100323,500323,Pune,Ahmedabad,2025-11-11,2025-11-20,Delivered,3395,35,1769,13774,1019,Van
100324,500324,Delhi,Delhi,2025-08-26,,In Transit,8804,71,1741,12928,1059,Truck
100325,500325,Chennai,Mumbai,2026-06-02,2026-06-09,Delivered,1498,14,2474,7032,1085,Mini Truck
100326,500326,Mumbai,Hyderabad,2025-09-25,,In Transit,13268,107,1659,11738,1042,Van
100327,500327,Hyderabad,Hyderabad,2025-08-28,2025-09-01,Delivered,1056,22,2444,8199,1022,Container
100328,500328,Hyderabad,Chennai,2026-02-21,2026-02-27,Delivered,9476,103,900,3776,1034,Truck
100329,500329,Delhi,Pune,2025-11-08,,In Transit,3760,94,2521,9283,1042,Mini Truck
100330,500330,Delhi,Bangalore,2025-12-31,2026-01-01,Delivered,6188,91,1274,8931,1023,Truck
100331,500331,Hyderabad,Jaipur,2025-09-13,2025-09-15,Delivered,5350,107,622,1595,1100,Mini Truck
100332,500332,Mumbai,Bangalore,2026-02-15,2026-02-17,Delivered,5372,79,2450,18487,1010,Truck
100333,500333,Delhi,Bangalore,2026-03-31,2026-04-02,Delayed,6000,120,1408,3850,1060,Truck
100334,500334,Mumbai,Kolkata,2026-03-20,,In Transit,2090,55,2082,9587,1055,Mini Truck
100335,500335,Bangalore,Bangalore,2025-07-11,2025-07-19,Delivered,4602,118,658,3867,1079,Mini Truck
100336,500336,Pune,Hyderabad,2026-05-26,2026-06-04,Delivered,3036,66,299,1207,1018,Container
100337,500337,Mumbai,Lucknow,2025-09-13,2025-09-22,Delivered,8798,106,129,877,1046,Container
100338,500338,Chennai,Jaipur,2025-12-19,,In Transit,5796,69,1367,5450,1004,Van
100339,500339,Chennai,Bangalore,2025-01-31,,In Transit,4368,104,1200,8337,1061,Van
100340,500340,Chennai,Bangalore,2025-06-13,2025-06-17,Delivered,5421,39,2235,15313,1095,Truck
100341,500341,Mumbai,Kolkata,2026-02-02,2026-02-05,Delivered,2970,27,1018,4325,1095,Van
100342,500342,Chennai,Delhi,2025-12-27,,In Transit,8239,77,632,4876,1064,Van
100343,500343,Mumbai,Jaipur,2025-02-08,2025-02-12,Delivered,3034,82,946,5104,1001,Van
100344,500344,Chennai,Bangalore,2025-05-14,2025-05-17,Delivered,4494,107,1375,3603,1076,Mini Truck
100345,500345,Delhi,Lucknow,2026-01-09,,Cancelled,4420,52,2762,15807,1044,Van
100346,500346,Bangalore,Pune,2025-06-11,2025-06-18,Delayed,10282,106,2668,16196,1023,Van
100347,500347,Mumbai,Kolkata,2025-06-29,2025-07-04,Delivered,2688,21,777,1950,1090,Container
100348,500348,Chennai,Delhi,2025-07-06,2025-07-16,Delivered,3531,33,2669,8200,1064,Mini Truck
100349,500349,Bangalore,Mumbai,2025-09-01,2025-09-07,Delivered,1196,26,2655,18635,1086,Van
100350,500350,Hyderabad,Delhi,2025-09-29,2025-10-01,Delivered,6615,49,1101,3406,1001,Truck
100351,500351,Hyderabad,Jaipur,2026-03-06,,Cancelled,11564,118,1745,12825,1045,Container
100352,500352,Delhi,Jaipur,2025-08-19,2025-08-21,Delivered,7704,107,186,485,1034,Truck
100353,500353,Delhi,Chennai,2025-06-24,,In Transit,2625,25,357,2741,1012,Van
100354,500354,Chennai,Kolkata,2026-05-10,2026-05-17,Delivered,9856,88,725,5360,1021,Truck
100355,500355,Delhi,Chennai,2025-07-30,,Cancelled,7239,57,2319,17602,1070,Van
100356,500356,Pune,Hyderabad,2025-11-01,2025-11-02,Delivered,5775,55,2391,17022,1020,Truck
100357,500357,Bangalore,Delhi,2026-03-14,2026-03-24,Delivered,3102,66,867,2290,1022,Van
100358,500358,Delhi,Jaipur,2025-04-29,2025-05-06,Delivered,7735,65,2053,8124,1083,Container
100359,500359,Mumbai,Chennai,2026-01-26,2026-02-03,Delivered,910,10,1128,5705,1029,Van
100360,500360,Chennai,Delhi,2025-06-04,2025-06-06,Delayed,1185,15,2786,19348,1053,Mini Truck
100361,500361,Chennai,Delhi,2026-02-01,2026-02-08,Delayed,7884,73,1994,14654,1061,Van
100362,500362,Delhi,Ahmedabad,2025-02-05,2025-02-14,Delivered,12947,107,2390,18893,1019,Truck
100363,500363,Hyderabad,Pune,2025-06-21,,Cancelled,5508,108,839,2294,1011,Container
100364,500364,Mumbai,Pune,2025-09-22,2025-09-24,Delivered,1696,16,1639,7679,1042,Van
100365,500365,Chennai,Jaipur,2025-01-13,2025-01-23,Delayed,10800,80,2190,10529,1054,Mini Truck
100366,500366,Mumbai,Kolkata,2025-04-13,,In Transit,10395,77,463,1886,1069,Van
100367,500367,Hyderabad,Hyderabad,2026-01-28,2026-02-07,Delivered,3198,82,1987,6849,1052,Mini Truck
100368,500368,Chennai,Kolkata,2026-02-16,2026-02-22,Delivered,3813,93,1023,6753,1035,Van
100369,500369,Delhi,Chennai,2025-11-07,2025-11-15,Delivered,7296,114,452,1464,1096,Container
100370,500370,Bangalore,Hyderabad,2026-03-03,2026-03-05,Delivered,1798,29,1859,13986,1053,Container
100371,500371,Chennai,Chennai,2025-02-27,2025-03-02,Delivered,1625,13,1324,7000,1018,Truck
100372,500372,Mumbai,Bangalore,2025-07-25,,In Transit,3348,36,185,513,1047,Mini Truck
100373,500373,Bangalore,Chennai,2026-04-21,2026-04-23,Delivered,5980,92,175,795,1077,Container
100374,500374,Mumbai,Jaipur,2025-12-25,2025-12-30,Delivered,7100,100,420,1113,1007,Mini Truck
100375,500375,Chennai,Bangalore,2025-08-15,2025-08-19,Delivered,3393,39,2718,14468,1100,Truck
100376,500376,Hyderabad,Pune,2025-06-27,2025-06-28,Delivered,3696,33,1083,7502,1040,Van
100377,500377,Hyderabad,Ahmedabad,2025-12-24,2025-12-28,Delivered,7744,64,1287,6902,1080,Container
100378,500378,Chennai,Mumbai,2025-01-08,2025-01-14,Delivered,8436,76,2701,15800,1039,Truck
100379,500379,Hyderabad,Mumbai,2025-12-11,,Cancelled,6020,86,1381,5436,1092,Van
100380,500380,Mumbai,Pune,2026-06-14,2026-06-15,Delayed,9288,108,2507,15375,1088,Mini Truck
100381,500381,Pune,Delhi,2026-05-25,,Cancelled,3268,38,1764,8177,1005,Mini Truck
100382,500382,Bangalore,Bangalore,2026-05-03,,In Transit,8910,90,1518,6301,1022,Mini Truck
100383,500383,Bangalore,Mumbai,2026-04-28,2026-05-03,Delivered,12804,97,2339,17587,1088,Van
100384,500384,Pune,Mumbai,2025-08-16,2025-08-21,Delivered,4756,58,1407,5533,1038,Container
100385,500385,Delhi,Jaipur,2025-02-24,,In Transit,9006,79,2426,7015,1025,Truck
100386,500386,Pune,Ahmedabad,2025-11-02,2025-11-05,Delivered,1716,22,870,4132,1073,Container
100387,500387,Mumbai,Chennai,2025-07-04,2025-07-12,Delayed,2679,47,2634,11125,1008,Truck
100388,500388,Hyderabad,Hyderabad,2025-08-03,2025-08-06,Delayed,7566,78,698,4759,1100,Truck
100389,500389,Mumbai,Kolkata,2026-03-21,2026-03-28,Delivered,4956,59,2005,5063,1069,Mini Truck
100390,500390,Pune,Chennai,2025-01-15,,In Transit,5959,101,2225,5781,1001,Mini Truck
100391,500391,Mumbai,Chennai,2025-11-16,2025-11-23,Delivered,5106,69,2461,8413,1006,Van
100392,500392,Bangalore,Jaipur,2026-06-17,2026-06-23,Delivered,4680,60,598,4771,1063,Van
100393,500393,Mumbai,Pune,2026-02-18,2026-02-22,Delivered,6076,98,587,3837,1076,Mini Truck
100394,500394,Delhi,Chennai,2025-02-08,2025-02-13,Delivered,11742,103,2240,6198,1007,Truck
100395,500395,Pune,Delhi,2025-02-19,2025-02-26,Delivered,3050,61,1607,8854,1061,Mini Truck
100396,500396,Mumbai,Delhi,2025-11-05,2025-11-07,Delivered,6141,89,2181,12923,1090,Mini Truck
100397,500397,Hyderabad,Mumbai,2026-06-08,2026-06-10,Delivered,5535,41,516,1591,1026,Mini Truck
100398,500398,Bangalore,Lucknow,2025-07-26,2025-08-02,Delivered,1680,42,706,3893,1027,Container
100399,500399,Bangalore,Bangalore,2025-01-03,2025-01-05,Delivered,2280,19,2401,12527,1012,Truck
100400,500400,Pune,Mumbai,2025-09-20,2025-09-28,Delivered,3948,42,1131,3139,1023,Truck
100401,500401,Bangalore,Chennai,2025-11-17,2025-11-19,Delivered,612,17,237,1703,1085,Mini Truck
100402,500402,Bangalore,Chennai,2026-03-25,,Cancelled,3198,39,430,3002,1024,Truck
100403,500403,Hyderabad,Ahmedabad,2026-04-13,2026-04-20,Delivered,12741,93,2008,9677,1022,Truck
100404,500404,Mumbai,Delhi,2025-06-13,2025-06-23,Delivered,7986,66,2380,11685,1079,Container
100405,500405,Bangalore,Kolkata,2025-01-30,,In Transit,11232,117,585,4423,1015,Container
100406,500406,Hyderabad,Delhi,2025-03-06,2025-03-12,Delivered,798,6,2199,14491,1093,Mini Truck
100407,500407,Pune,Chennai,2026-06-16,2026-06-26,Delivered,2023,17,1822,11836,1062,Van
100408,500408,Pune,Ahmedabad,2025-06-02,,In Transit,3116,76,2560,6563,1021,Container
100409,500409,Hyderabad,Pune,2025-03-18,2025-03-24,Delayed,2450,35,1405,3901,1029,Container
100410,500410,Hyderabad,Bangalore,2025-03-22,2025-04-01,Delivered,6076,62,410,2033,1016,Container
100411,500411,Pune,Delhi,2025-04-16,2025-04-17,Delivered,2660,76,2299,16190,1078,Van
100412,500412,Chennai,Lucknow,2025-07-31,2025-08-08,Delivered,6720,48,1538,4304,1029,Container
100413,500413,Bangalore,Lucknow,2026-04-30,2026-05-06,Delivered,4704,96,1903,5777,1085,Mini Truck
100414,500414,Delhi,Chennai,2025-12-30,,In Transit,11235,107,1245,6686,1090,Truck
100415,500415,Delhi,Pune,2026-05-20,2026-05-27,Delivered,2034,18,1091,3903,1016,Container
100416,500416,Mumbai,Jaipur,2025-07-15,2025-07-17,Delivered,4040,101,1747,13270,1087,Truck
100417,500417,Hyderabad,Jaipur,2026-06-01,2026-06-09,Delivered,645,5,2222,6148,1056,Container
100418,500418,Chennai,Pune,2025-06-27,2025-06-30,Delayed,2142,18,1636,9493,1042,Container
100419,500419,Hyderabad,Kolkata,2025-09-12,2025-09-18,Delivered,5796,42,1904,6156,1053,Van
100420,500420,Pune,Lucknow,2025-11-18,2025-11-27,Delivered,5100,85,940,3434,1092,Van
100421,500421,Pune,Chennai,2025-05-16,,Cancelled,8712,88,778,4266,1082,Van
100422,500422,Pune,Mumbai,2025-12-27,2026-01-06,Delivered,9750,78,2782,13342,1096,Van
100423,500423,Hyderabad,Delhi,2026-06-20,2026-06-27,Delivered,2760,23,267,750,1035,Mini Truck
100424,500424,Bangalore,Hyderabad,2025-05-30,,In Transit,5673,93,1258,8359,1005,Van
100425,500425,Hyderabad,Mumbai,2025-08-18,2025-08-27,Delayed,5400,54,1023,6970,1090,Van
100426,500426,Pune,Delhi,2026-01-26,2026-02-01,Delivered,2700,75,270,1779,1026,Container
100427,500427,Mumbai,Chennai,2025-07-21,2025-07-25,Delayed,2394,42,1888,14932,1010,Mini Truck
100428,500428,Mumbai,Lucknow,2025-05-03,2025-05-10,Delivered,2720,40,2329,7488,1075,Van
100429,500429,Delhi,Chennai,2026-04-23,2026-04-26,Delivered,760,10,679,3926,1100,Van
100430,500430,Hyderabad,Kolkata,2026-01-02,2026-01-08,Delivered,4176,72,950,5095,1065,Mini Truck
100431,500431,Hyderabad,Lucknow,2026-02-18,2026-02-22,Delivered,14042,118,923,3992,1047,Van
100432,500432,Mumbai,Kolkata,2026-05-02,,Cancelled,3960,110,2709,8481,1045,Container
100433,500433,Mumbai,Kolkata,2025-09-07,,Cancelled,7636,92,1364,10281,1015,Container
100434,500434,Bangalore,Lucknow,2025-10-17,2025-10-26,Delivered,11000,110,1585,10961,1058,Container
100435,500435,Delhi,Hyderabad,2025-07-17,2025-07-19,Delivered,2261,17,735,4012,1001,Truck
100436,500436,Mumbai,Bangalore,2026-03-11,,In Transit,3844,31,2252,16512,1095,Container
100437,500437,Pune,Mumbai,2025-06-07,2025-06-13,Delivered,396,9,408,1141,1033,Truck
100438,500438,Chennai,Bangalore,2025-09-22,2025-09-30,Delivered,7650,85,1706,7233,1050,Truck
100439,500439,Chennai,Delhi,2025-03-06,2025-03-16,Delayed,800,10,347,2638,1014,Van
100440,500440,Pune,Hyderabad,2025-03-30,2025-04-07,Delivered,7420,53,1668,10231,1061,Mini Truck
100441,500441,Chennai,Bangalore,2025-05-20,2025-05-29,Delayed,2226,42,2647,10956,1094,Van
100442,500442,Delhi,Lucknow,2025-05-25,2025-05-26,Delivered,6630,78,2493,13597,1011,Van
100443,500443,Mumbai,Chennai,2025-08-05,2025-08-14,Delivered,1334,23,709,2633,1033,Mini Truck
100444,500444,Delhi,Pune,2025-02-25,,In Transit,8775,75,1939,10709,1038,Truck
100445,500445,Bangalore,Mumbai,2025-07-22,2025-07-30,Delayed,2397,47,1512,9362,1031,Truck
100446,500446,Bangalore,Kolkata,2025-03-13,,In Transit,4140,45,2040,8784,1085,Van
100447,500447,Pune,Kolkata,2025-06-06,2025-06-12,Delivered,9612,108,1345,4610,1041,Mini Truck
100448,500448,Mumbai,Ahmedabad,2025-10-11,,In Transit,2112,22,1408,7104,1046,Van
100449,500449,Hyderabad,Lucknow,2025-04-22,2025-05-02,Delivered,2100,15,1199,3920,1069,Mini Truck
100450,500450,Bangalore,Mumbai,2025-03-19,,In Transit,12995,113,2127,5682,1075,Container
100451,500451,Chennai,Bangalore,2025-02-07,2025-02-16,Delivered,11305,119,2260,13778,1020,Van
100452,500452,Hyderabad,Bangalore,2025-10-25,2025-11-03,Delivered,5950,70,420,1890,1002,Mini Truck
100453,500453,Chennai,Pune,2026-06-11,2026-06-14,Delivered,2889,27,2369,14514,1019,Container
100454,500454,Bangalore,Delhi,2025-08-13,2025-08-17,Delayed,1066,13,1132,4287,1086,Mini Truck
100455,500455,Chennai,Chennai,2026-02-02,2026-02-10,Delivered,4680,117,240,1894,1042,Truck
100456,500456,Pune,Lucknow,2025-10-08,,In Transit,3952,38,2420,13638,1049,Container
100457,500457,Bangalore,Kolkata,2025-03-21,2025-03-28,Delivered,2838,33,2165,9614,1045,Container
100458,500458,Hyderabad,Kolkata,2025-01-07,2025-01-10,Delivered,3904,61,728,2128,1083,Van
100459,500459,Mumbai,Pune,2025-07-11,2025-07-21,Delivered,11424,96,534,2011,1043,Truck
100460,500460,Hyderabad,Jaipur,2026-05-06,2026-05-09,Delivered,3219,87,1733,6655,1017,Mini Truck
100461,500461,Mumbai,Lucknow,2025-02-10,,In Transit,1288,23,279,1093,1024,Container
100462,500462,Chennai,Kolkata,2025-01-20,,In Transit,13720,98,2760,11202,1011,Mini Truck
100463,500463,Hyderabad,Kolkata,2026-04-28,,In Transit,2262,26,948,5502,1075,Mini Truck
100464,500464,Chennai,Lucknow,2025-09-28,2025-10-04,Delivered,6930,63,2493,7176,1049,Container
100465,500465,Mumbai,Mumbai,2025-01-17,2025-01-26,Delivered,12880,92,1769,5877,1013,Mini Truck
100466,500466,Hyderabad,Kolkata,2025-02-09,,In Transit,9563,73,2111,6641,1062,Mini Truck
100467,500467,Chennai,Lucknow,2025-01-02,,In Transit,9360,104,2709,14550,1048,Truck
100468,500468,Pune,Lucknow,2026-03-16,2026-03-24,Delivered,8374,106,1611,9246,1095,Truck
100469,500469,Hyderabad,Pune,2025-09-18,2025-09-22,Delivered,8094,114,393,2275,1070,Container
100470,500470,Bangalore,Bangalore,2025-01-06,2025-01-07,Delivered,3900,78,2190,11735,1049,Mini Truck
100471,500471,Pune,Chennai,2026-02-23,2026-02-26,Delivered,6431,59,2718,10586,1069,Container
100472,500472,Chennai,Chennai,2025-10-10,,Cancelled,4785,55,884,4894,1072,Container
100473,500473,Mumbai,Chennai,2026-05-11,2026-05-16,Delivered,10452,78,1460,9315,1095,Mini Truck
100474,500474,Pune,Mumbai,2025-08-24,2025-08-27,Delivered,1700,17,928,4364,1044,Truck
100475,500475,Mumbai,Ahmedabad,2025-01-06,2025-01-09,Delayed,5850,65,2508,7485,1034,Mini Truck
100476,500476,Bangalore,Mumbai,2025-02-08,2025-02-15,Delayed,8383,83,2737,11154,1077,Truck
100477,500477,Mumbai,Jaipur,2026-03-26,2026-04-04,Delivered,1599,41,847,5769,1066,Mini Truck
100478,500478,Chennai,Pune,2025-02-06,2025-02-07,Delivered,1750,25,405,2749,1046,Container
100479,500479,Hyderabad,Kolkata,2025-07-25,2025-07-27,Delivered,1136,16,2301,14942,1072,Van
100480,500480,Bangalore,Hyderabad,2025-08-20,2025-08-24,Delivered,6804,63,1704,4303,1023,Container
100481,500481,Chennai,Mumbai,2025-03-16,2025-03-22,Delivered,1273,19,2152,15749,1074,Van
100482,500482,Pune,Jaipur,2026-01-22,2026-01-26,Delivered,13534,101,1441,7239,1059,Truck
100483,500483,Hyderabad,Mumbai,2025-09-22,2025-09-26,Delivered,12467,91,991,4198,1046,Truck
100484,500484,Pune,Hyderabad,2025-09-12,2025-09-19,Delivered,4004,91,1450,8047,1023,Container
100485,500485,Bangalore,Chennai,2025-08-12,,In Transit,5070,39,798,4993,1025,Container
100486,500486,Pune,Bangalore,2025-08-29,2025-09-03,Delayed,1860,31,988,7007,1080,Van
100487,500487,Mumbai,Mumbai,2025-05-03,,In Transit,8918,91,2767,16259,1098,Truck
100488,500488,Hyderabad,Chennai,2025-11-19,2025-11-29,Delivered,11252,116,1175,4119,1098,Van
100489,500489,Hyderabad,Bangalore,2025-05-12,2025-05-19,Delivered,2574,66,2264,11916,1051,Mini Truck
100490,500490,Hyderabad,Mumbai,2026-06-15,2026-06-16,Delivered,498,6,913,5200,1042,Van
100491,500491,Chennai,Hyderabad,2025-07-11,2025-07-15,Delivered,4407,39,1980,8686,1024,Container
100492,500492,Hyderabad,Bangalore,2026-03-06,2026-03-12,Delivered,3570,51,1690,8414,1074,Mini Truck
100493,500493,Chennai,Bangalore,2025-04-13,2025-04-17,Delayed,6308,76,1820,6512,1095,Mini Truck
100494,500494,Hyderabad,Delhi,2025-06-30,2025-07-03,Delivered,12019,119,2633,14315,1041,Container
100495,500495,Bangalore,Hyderabad,2025-02-18,2025-02-21,Delivered,1668,12,932,3633,1081,Truck
100496,500496,Hyderabad,Chennai,2025-09-24,2025-10-03,Delivered,6004,76,1105,2883,1016,Van
